"SubjectID","Text","Analytic","Clout","Authentic","Tone","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP","mem.age","CDI_coded","cond_p","Study_Code","mem_age","allWC"
237,"While living in my home I completed a task. This task, which was very difficult, was being the executor of a will. As there were many road blocks that had to be overcome I was extremely relieved when the process was finished.",17.96,23.75,23.51,25.77,14,19.05,88.1,66.67,14.29,7.14,7.14,0,0,0,0,7.14,9.52,9.52,21.43,9.52,7.14,0,28.57,4.76,2.38,4.76,0,2.38,4.76,2.38,2.38,0,0,0,0,0,0,0,0,4.76,0,0,0,0,4.76,0,0,0,0,0,2.38,0,2.38,0,0,4.76,0,2.38,0,0,2.38,19.05,4.76,2.38,9.52,0,4.76,4.76,0,0,2.38,0,0,0,0,0,0,0,0,0,11.9,7.14,4.76,0,0,0,0,0,0,0,0,0,65,-3.33,-1,"ProudEM",NA,42
238,"While working security in an apartment complex, a man shouted to me from the entrance to the complex, ""There is a man down over here!""  I ran, and saw a man lying unconscious on the sidewalk.  He was not breathing, and had no pulse.  I gave the other man my phone, and told him to call 911, as I began CPR.  Shortly before the fire truck arrived, the man coughed and spat, but still did not respond to my questions.  The paramedics gave him oxygen, and he began responding as they lifted him into the ambulance.",80.75,73.4,62.53,25.77,16,18.75,90.62,58.33,13.54,12.5,6.25,0,0,5.21,1.04,1.04,12.5,13.54,4.17,4.17,9.38,3.12,14.58,5.21,3.12,0,1.04,0,2.08,1.04,1.04,0,1.04,0,19.79,0,0,0,10.42,7.29,3.12,0,0,1.04,0,4.17,4.17,1.04,2.08,1.04,4.17,3.12,1.04,0,0,4.17,0,1.04,2.08,0,1.04,12.5,1.04,0,14.58,2.08,7.29,5.21,1.04,0,1.04,0,0,0,0,0,0,0,0,0,17.71,5.21,9.38,0,0,0,1.04,0,2.08,0,0,0,87,21.66,-1,"ProudEM",NA,96
239,"Working in a homeless shelter, i got up at 4am and drove clients to work that didn't have a ride so that they wouldn't have to walk several miles through the snow to get to work.",85.72,20.24,58.07,25.77,36,19.44,91.67,58.33,11.11,5.56,2.78,0,0,0,2.78,5.56,8.33,22.22,11.11,2.78,5.56,5.56,25,0,0,0,0,2.78,0,0,0,0,0,0,2.78,0,0,0,0,5.56,0,0,2.78,0,0,2.78,0,0,0,0,0,0,0,0,0,19.44,0,8.33,5.56,5.56,0,8.33,16.67,0,19.44,8.33,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,2.78,2.78,0,0,0,0,0,0,5.56,0,0,104,24.42,-1,"ProudEM",NA,36
24,"I am in my office at work and having a terrible, stressful day. I want to walk out and never look back. I am worried about my finances and how I will support myself without this job. However, I am fed up and burnt out. I tell myself everything will work out and to be brave in this moment and quit. I pick up my belongings and walk out of my office. I slam the door and leave the building. I never come back.",17.96,1.67,99,10.67,10.5,11.9,97.62,66.67,21.43,17.86,17.86,0,0,0,0,3.57,3.57,16.67,8.33,8.33,11.9,3.57,21.43,2.38,0,1.19,0,0,5.95,2.38,3.57,2.38,0,0,2.38,0,0,0,0,9.52,0,2.38,1.19,0,3.57,2.38,2.38,1.19,0,1.19,1.19,0,0,0,1.19,7.14,1.19,3.57,2.38,0,0,1.19,17.86,2.38,23.81,4.76,14.29,7.14,7.14,0,1.19,1.19,0,0,0,0,0,0,0,0,11.9,9.52,2.38,0,0,0,0,0,0,0,0,0,61,-3.32,-1,"ProudEM",NA,84
25,"i am in my school and i walk up to my social studies teacher as she steps out of the class she just finished .I excuse my self and go to her and ask her if she is pregnant .To my embarrassment i find out she is not . She is actually shocked as well as a bit confused as to what made me ask her the question. I myself was quite embarressed and realised how silly was i to ask her the question.",24.59,64.13,31.29,10.54,27.67,14.46,97.59,67.47,26.51,25.3,14.46,0,0,10.84,0,1.2,4.82,16.87,7.23,4.82,12.05,1.2,16.87,6.02,4.82,2.41,0,1.2,6.02,2.41,3.61,2.41,0,0,22.89,1.2,0,10.84,0,12.05,3.61,2.41,1.2,6.02,0,3.61,0,0,0,0,1.2,0,1.2,1.2,0,3.61,1.2,0,2.41,0,0,4.82,12.05,0,8.43,3.61,4.82,0,4.82,0,0,0,0,0,1.2,0,0,0,1.2,0,6.02,6.02,0,0,0,0,0,0,0,0,0,0,354,-0.11,-1,"ProudEM",NA,84
26,"I am in the realtor's office, with my realtor and mortgage adviser there. The seller's realtor comes in, and soon the keys to my first house are being handed to me.",78.03,16.66,90.96,25.77,15.5,19.35,83.87,61.29,12.9,12.9,12.9,0,0,0,0,0,9.68,16.13,9.68,6.45,6.45,0,12.9,0,0,0,3.23,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,3.23,0,0,0,0,9.68,3.23,16.13,3.23,6.45,6.45,6.45,0,6.45,6.45,0,0,0,0,0,0,0,0,19.35,6.45,6.45,0,0,0,0,0,0,6.45,0,0,54,20.33,-1,"ProudEM",NA,31
27,"I am looking at my manager sitting in his office chair and about to tell him I'm officially quitting for good. I had already ""quit"" when I went on maternity leave but had needed to come back to support my family after my husband got laid off. When I originally left, I had promised myself I would never go back to that crappy job. Yet here I am, working another 6 months at this place and I had had enough. I inform my manager that I will not be coming back to work. I was officially done and to take me off the books. After 9 years of that place, I was through! I was so happy I finally had the guts to quit and take a risk on finding a job elsewhere.",19.92,7.67,99,54.07,16.62,14.29,96.99,63.91,21.05,17.29,15.79,0,0,1.5,0,3.76,3.01,15.04,12.03,9.77,6.02,1.5,26.32,3.01,1.5,1.5,1.5,0.75,4.51,3.01,1.5,0.75,0.75,0,5.26,2.26,0,0.75,2.26,6.02,1.5,0,1.5,0,1.5,1.5,0.75,0.75,0,0,1.5,0.75,0.75,0,0,12.03,1.5,3.76,3.01,3.01,0.75,12.03,9.77,1.5,23.31,3.76,11.28,10.53,6.02,1.5,0.75,0,0,0,0.75,0.75,0,0,0,0,10.53,5.26,2.26,0,0,0,0.75,0,1.5,0.75,0,0,37,-2.32,-1,"ProudEM",NA,133
28,"I am sitting at the bar of the restaurant looking out into the dining area. While it is only mid-day, the restaurant's lights are low and it's a little hazy from the smoking area. Close to the front of the restaurant near the host stand is sitting a young women and a man, presumably her husband or boyfriend. I find her very attractive and am distracted, and keep looking over in her direction. The daylight from the street is shining in through the door of the restaurant so she and her dining companion are lit from behind. As I am leaving a little while after they sat down I walk right by their table, excuse myself as I am passing, saying something along the lines of 'I'm sorry to interrupt your lunch but just wanted to comment on how attractive you are and what a lucky man to have you as a girlfriend.' Far from a gracious compliment, it was awkward and I was immediately embarrassed, not even staying long enough to hear their response before I turned towards the front door, walked past the host stand that was just behind them, and exited to the bright street.",84.94,80.34,89.85,18.37,28.43,17.09,96.48,59.8,13.57,10.55,4.52,0,1.51,2.51,2.01,3.02,11.56,17.09,8.04,4.02,8.54,0.5,16.08,6.03,2.51,1.01,0,0,5.53,2.01,2.51,1.01,0.5,1.01,13.57,0.5,1.51,3.02,2.01,6.03,1.51,1.01,0.5,2.01,0,1.51,4.52,3.52,1.01,0,4.52,0,0,0,4.52,4.52,2.51,0,1.51,0.5,0,4.52,8.54,0,24.12,3.02,16.58,5.03,0,2.51,1.01,0,0,0,0,0,0,0,0,0,11.06,3.52,4.52,0,0,0,0,0.5,0,2.51,0,0,151,23.98,-1,"ProudEM",NA,198
29,"I am sitting in a Mexican restaurant and talking to someone I know is very important to me but we just met. I have social anxiety so I am nervous but I know this meeting is very important and that every comment I make is important. I ask her questions about her and her life and listen very intently to what she has to say.",3.37,77.92,24.83,54.74,21.67,21.54,98.46,64.62,26.15,20,12.31,1.54,0,6.15,0,6.15,1.54,9.23,10.77,9.23,10.77,0,24.62,1.54,0,1.54,0,1.54,7.69,4.62,3.08,3.08,0,0,21.54,0,0,6.15,0,13.85,4.62,3.08,0,3.08,1.54,3.08,3.08,0,3.08,0,3.08,0,1.54,0,1.54,9.23,4.62,0,4.62,0,0,1.54,20,0,3.08,0,3.08,0,1.54,1.54,0,0,0,0,0,0,0,0,0,0,4.62,4.62,0,0,0,0,0,0,0,0,0,0,1,-16.15,-1,"ProudEM",NA,65
3,"A friend had his car battery dead on a very very col night (-30 below). I promised them I would fix it. Even though i didn't really want to, I got into my car, bought a new battery, drove to their house and fixed the battery.",40.37,13.85,88.68,66.89,15.33,8.7,84.78,58.7,19.57,17.39,10.87,0,0,2.17,4.35,2.17,8.7,10.87,6.52,10.87,4.35,2.17,15.22,2.17,0,0,2.17,0,2.17,2.17,0,0,0,0,8.7,0,2.17,0,2.17,13.04,0,0,4.35,0,2.17,6.52,0,0,0,0,0,0,0,0,0,6.52,2.17,0,2.17,2.17,0,10.87,2.17,0,17.39,6.52,6.52,4.35,0,0,2.17,2.17,0,2.17,0,0,0,0,0,0,21.74,6.52,6.52,0,0,0,0,2.17,0,2.17,4.35,0,33,6.1,-1,"ProudEM",NA,46
30,"I am sitting in a room filled with students, ready to audition for a regional competition.  I am a violin player and have been since I was three.  I feel that I have worked very hard for this moment.  I practiced hard for several months and invested a lot of time and effort.  I hear my name called, go in and perform in front of three judges, with their backs towards me.  This is called a ""blind audition"".  I perform well and am very relieved after.  I am proud of myself and the effort I put into this.",67.14,20.71,96.16,91.78,12.25,13.27,94.9,59.18,18.37,14.29,13.27,0,0,0,1.02,4.08,6.12,16.33,9.18,3.06,6.12,0,18.37,3.06,1.02,0,2.04,2.04,4.08,4.08,0,0,0,0,5.1,0,0,0,0,3.06,1.02,1.02,0,1.02,0,0,5.1,1.02,1.02,3.06,1.02,0,1.02,0,0,8.16,0,6.12,3.06,0,0,6.12,10.2,0,17.35,2.04,10.2,5.1,9.18,0,1.02,1.02,0,0,1.02,0,0,0,1.02,0,13.27,8.16,3.06,0,0,0,0,0,2.04,0,0,0,116,15.72,-1,"ProudEM",NA,98
31,"I am sitting in my desk chair in my first-ever office and have just hit the publish button on my fifth novel. It was a tough one to write, but so worth it, and I'm so proud that it's finally done. I feel relief that I did it, pride that it's complete, and excited to share it with the world. Then, the nerves start to creep in, wondering and hoping that it will have been worth it, that it will, and that it will make money. I'm so proud of the content, but it's different from my past books. I hope my audience loves it.",5.11,12.88,72.17,99,17.67,8.49,95.28,64.15,27.36,10.38,10.38,0,0,0,0,16.98,4.72,9.43,14.15,5.66,10.38,0,22.64,2.83,0.94,0,2.83,0,9.43,8.49,0,0,0,0,1.89,0,0,0,0,9.43,1.89,0.94,1.89,2.83,1.89,2.83,0.94,0,0,0.94,1.89,0.94,0,0,0,6.6,1.89,3.77,0,0.94,0,4.72,14.15,5.66,11.32,0,5.66,5.66,4.72,1.89,0,2.83,0,0,0,0,0,0,0,0,19.81,5.66,8.49,0,0,0,0,0.94,0,4.72,0,0,46,-13.4,-1,"ProudEM",NA,105
32,"I am sitting in my grandparents' living room, and we are all wearing very nice clothing, because we are dressed up for my grandmother's birthday. It is a solemn occasion, though, because my grandfather's health is declining, and he is unable to eat much. We are eating ice cream cake, and I aspirated some and started coughing until I was red in the face. I accidentally coughed up blue frosting on the white carpet in front of my uncle, who is a very hard-to-please, judgmental millionaire, who already doesn't like me much.",33.16,58.41,71.83,66.07,23.5,23.4,91.49,55.32,17.02,13.83,9.57,3.19,0,1.06,0,3.19,4.26,11.7,11.7,4.26,8.51,1.06,17.02,5.32,0,2.13,1.06,4.26,4.26,3.19,1.06,0,0,1.06,10.64,4.26,0,1.06,4.26,5.32,0,2.13,0,1.06,1.06,1.06,4.26,3.19,0,1.06,10.64,2.13,4.26,0,4.26,6.38,3.19,1.06,2.13,0,0,3.19,10.64,0,14.89,0,9.57,5.32,0,0,2.13,0,0,0,0,0,0,0,0,0,21.28,4.26,9.57,0,0,0,0,2.13,0,5.32,0,0,33,3.41,-1,"ProudEM",NA,92
33,"I am sitting in my home. There is a knock at the door. I get up to go answer the door. Outside I find the neighbors from across the street. They have baked a pie for me and my wife. I take the pie, thanking them, and then say goodbye and close the door. Later on, I realize that they wanted to come inside, but I did not invite them in. This was embarrassing for me.",79.01,29.92,99,25.77,9.5,9.21,97.37,64.47,21.05,18.42,13.16,0,0,0,5.26,2.63,10.53,17.11,6.58,1.32,6.58,1.32,19.74,1.32,1.32,0,0,0,2.63,1.32,1.32,1.32,0,0,11.84,1.32,1.32,1.32,0,7.89,3.95,0,1.32,0,0,2.63,1.32,0,1.32,0,3.95,0,0,0,3.95,6.58,2.63,0,1.32,2.63,0,3.95,13.16,1.32,25,2.63,19.74,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,15.79,10.53,5.26,0,0,0,0,0,0,0,0,0,19,20.79,-1,"ProudEM",NA,76
34,"I am sitting in the crowd at my graduation ceremony. Me and those around me are nervous, but excited. I am escorted to the stage area and await my name being called. The line moves up ahead of me and I give in my slip to the person helping with the announcements. My name is called and I walk up, proudly, to the speaker. He hands me the degree stand-in and shakes my hand. I briefly try to look for my family in the crowd while I walk to the photography station. The photographer instructs me how to pose and rapidly takes my photo. I immediately am led back to my seat, as the next person get photographed. At my seat, me and my colleagues buzz with excitement and await the end of the ceremony so we can meet with our loved ones.",74.89,36.41,97.34,65.25,14.4,14.58,88.19,59.72,18.75,18.06,15.97,1.39,0,0.69,0,0.69,9.03,16.67,4.86,4.17,9.03,0,12.5,2.78,0.69,0.69,0,0,4.86,3.47,1.39,1.39,0,0,11.81,0.69,0.69,0,0.69,2.78,0,1.39,0,0.69,0,0.69,5.56,3.47,0.69,1.39,2.08,1.39,0,0,0,10.42,4.17,2.08,1.39,2.78,0,2.08,10.42,0.69,16.67,4.86,8.33,4.86,2.08,0.69,0.69,0,0,0,0,0,0,0,0,0,11.11,6.94,3.47,0,0,0,0,0.69,0,0,0,0,87,18.89,-1,"ProudEM",NA,143
35,"I am sitting outside in the hallway nervously waiting for my committee to come out and tell me that I passed my exams. I waited and waited and waited. Finally one of the professors came out and said ""congratulations!"" and I felt a sense of relief, though emptiness as well.",67.87,11.52,99,25.77,12.5,20,96,58,16,14,14,0,0,0,0,2,6,18,2,6,14,0,24,2,2,0,2,0,8,4,4,2,0,2,4,0,0,0,0,6,4,0,0,0,0,2,6,0,2,2,0,0,0,0,0,4,0,2,2,0,0,14,6,0,28,6,12,10,6,0,0,0,0,0,2,0,0,0,2,0,14,6,2,0,0,0,2,0,4,0,0,0,29,16,-1,"ProudEM",NA,50
36,"I am sitting with my boyfriend and his mom. We are quiet. Suddenly, I accidentally burped and it was loud. I blushed and they laughed. It was really embarrassing.",1,75.49,47.93,25.77,5.8,24.14,93.1,65.52,31.03,24.14,13.79,3.45,0,3.45,3.45,6.9,0,3.45,13.79,6.9,10.34,0,17.24,3.45,0,0,0,0,6.9,3.45,3.45,3.45,0,0,20.69,3.45,3.45,3.45,6.9,3.45,0,0,0,0,0,3.45,10.34,0,10.34,0,3.45,3.45,0,0,0,6.9,6.9,0,0,0,0,6.9,6.9,0,6.9,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,20.69,17.24,3.45,0,0,0,0,0,0,0,0,0,NA,-28.62,-1,"ProudEM",NA,29
37,"I am standing at the counter at work. Jay joins me and is putzing around. He leans over and I start to tell him how hilarious Tosh.O was last night, and a particular bit about adoption. In the punchline, Tosh mentions that adopted children weren't wanted/loved. At the moment I reach the punchline. I remember that Jay, himself, was adopted and I felt crippling anxiety. He laughed it off in his annoyed laugh, slammed the counter and said ""Yeah real funny"" and walked off.",64.98,59.18,41.87,86.31,12.29,23.26,79.07,50,16.28,12.79,6.98,0,0,5.81,0,3.49,6.98,12.79,5.81,3.49,8.14,1.16,13.95,2.33,1.16,1.16,0,1.16,8.14,5.81,2.33,1.16,1.16,0,11.63,0,0,0,5.81,5.81,2.33,1.16,1.16,0,0,1.16,4.65,0,3.49,1.16,1.16,0,0,0,0,5.81,2.33,1.16,2.33,0,0,9.3,5.81,0,16.28,1.16,10.47,4.65,1.16,0,0,0,0,0,2.33,0,1.16,1.16,0,0,19.77,9.3,5.81,0,0,0,0,0,2.33,1.16,0,1.16,147,14.89,-1,"ProudEM",NA,84
38,"I am standing on the stage of my college graduation. I get my diploma and a huge roar erupts from my family sections. I did it!",53.63,2.76,94.81,25.77,8.67,19.23,80.77,57.69,26.92,23.08,23.08,0,0,0,0,3.85,7.69,11.54,7.69,0,3.85,0,11.54,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,0,3.85,3.85,0,3.85,7.69,0,7.69,0,7.69,0,11.54,3.85,3.85,0,0,0,0,0,0,0,0,0,11.54,7.69,0,0,0,0,3.85,0,0,0,0,0,52,10.76,-1,"ProudEM",NA,26
39,"I am standing outside of my car, which just got hit by a huge truck. I'm in a neighborhood, and all the neighbors are outside staring. It's a bright sunny day, but it's only hotter and brighter because of how embarrassed I am that everyone is staring at me. A cop is there, and he's talking to the guy who wrecked into me and I'm upset because I was the one that got wrecked into and the cop is taking the guy seriously. There's some plastic and metal allover the road.",30.93,50,56.48,11.53,18.2,19.78,92.31,63.74,17.58,9.89,8.79,0,0,1.1,0,7.69,10.99,10.99,14.29,6.59,10.99,0,21.98,3.3,2.2,3.3,1.1,2.2,5.49,2.2,3.3,2.2,0,0,9.89,0,4.4,0,3.3,7.69,0,3.3,0,1.1,2.2,1.1,6.59,5.49,0,1.1,0,0,0,0,0,8.79,2.2,0,3.3,3.3,0,3.3,13.19,0,13.19,1.1,10.99,1.1,0,0,2.2,0,0,0,0,0,0,0,0,0,16.48,5.49,4.4,0,0,0,0,0,0,6.59,0,0,29,2.53,-1,"ProudEM",NA,91
4,"After 7 years I finally acted on moving away from a major city that I lived in. This took courage. The day of the move a couple of people came with a portable trailer to move my belongings to the new city. There were bags of clothes, my bike had to be disassembled to fit in the trailer, and my furniture. The men who helped me were experts at getting everything to fit and packing it safely. I tipped them and said goodbye to my landlords, who were like family to me. I thanked them for all the love they had given me and they told me the same. I was moved emotionally that is, by the move and by the departure.",87.93,53.28,87.38,83.88,15.25,14.75,90.98,59.84,19.67,13.93,10.66,0,0,0,3.28,5.74,9.84,18.03,6.56,1.64,4.1,0,18.03,2.46,2.46,1.64,0.82,1.64,3.28,3.28,0,0,0,0,11.48,0.82,0,0,0.82,1.64,0,0,0,0,1.64,0,0.82,0,0.82,0,2.46,0.82,0.82,0,0,6.56,2.46,0,1.64,1.64,0.82,12.3,4.1,0,17.21,5.74,7.38,4.1,0,1.64,2.46,0,0,0,0,0,0,0,0,0,9.84,6.56,3.28,0,0,0,0,0,0,0,0,0,50,25.9,-1,"ProudEM",NA,122
40,"I am the paralegal on my first jury trial in a new city I recently moved to.  It is our turn to cross-examine the witness.  The courtroom is full, all eyes on me.  The jury is eager to see what's about to happen.  My task here is to play a video exhibit from the computer that is hooked up the projector for everyone to see, but when I click to play, the sound doesn't work and I am having a hard time troubleshooting a solution.  One of the the attorneys from the opposing side is coming to help and everyone is staring at me!!",90.78,31.71,78.4,61.9,17.5,14.29,88.57,59.05,13.33,8.57,7.62,0.95,0,0,0,4.76,13.33,17.14,11.43,2.86,3.81,0.95,19.05,4.76,0.95,1.9,1.9,0.95,3.81,2.86,0.95,0,0,0,3.81,0,0,0,0,5.71,1.9,0.95,0,0,2.86,0.95,7.62,4.76,1.9,0.95,0.95,0.95,0,0,0,7.62,1.9,2.86,1.9,0.95,0.95,0.95,15.24,0.95,15.24,2.86,7.62,4.76,2.86,2.86,0,0,0,0,0,0,0,0,0,0,12.38,4.76,2.86,0,0,0,1.9,0.95,0,1.9,0,0,29,28.09,-1,"ProudEM",NA,104
41,"i am thinking about the time i experienced a terrible point in my life. i am sitting in a chair with my best friend by my side. the procedure doesnt go well and needs to be repeated. i close my eyes as tears run down my face due to fear. than i open my eyes and the rest of the day is a complete blurr",84.73,3.27,99,7.8,13,10.77,95.38,56.92,16.92,16.92,16.92,0,0,0,0,0,10.77,16.92,7.69,3.08,4.62,1.54,20,6.15,4.62,0,0,0,7.69,3.08,4.62,1.54,0,1.54,1.54,0,1.54,0,0,7.69,1.54,0,1.54,1.54,1.54,1.54,4.62,3.08,0,0,6.15,4.62,1.54,0,0,4.62,1.54,1.54,3.08,1.54,0,0,13.85,0,21.54,3.08,12.31,6.15,0,1.54,0,0,0,0,1.54,0,0,0,1.54,0,6.15,6.15,0,0,0,0,0,0,0,0,0,0,38,23.84,-1,"ProudEM",NA,65
42,"I am thinking of when i graduated high school. It sounds small. it sounds like every other kid had done. but i came from a bad background. I came from a dad who beat me and a divorced family and trials trying to put my father away for child abuse. I was sitting about 3 rows back from the front of the stadium in a high school football field of a school I had only attended my senior year because i was finally able to get away from my father. My parents and bf were in the bleachers. I was crying because I was sad my father was such a dick he wasn't able to attend this with me but so beyond proud because i graduated with a 3.8 after all i had been put through for 8 plus years.",61.45,19.58,96.82,4.28,17.5,11.43,93.57,60.71,17.14,13.57,12.86,0,0,0.71,0,3.57,7.14,17.14,9.29,5.71,7.86,0.71,15.71,3.57,1.43,1.43,2.14,1.43,3.57,0.71,2.86,0,0.71,1.43,8.57,5,0.71,0,4.29,7.86,0.71,2.14,0,0.71,1.43,2.86,1.43,0,1.43,0,0.71,0.71,0,0.71,0,12.14,2.14,3.57,5,1.43,0.71,10.71,2.14,0,16.43,4.29,7.86,5,4.29,1.43,0.71,0,0,0,1.43,0.71,0.71,0,0,0,6.43,5.71,0,0,0,0,0,0,0,0.71,0,0,112,13.57,-1,"ProudEM",NA,140
43,"I am visiting my sister on my mothers birthday, we are in the family room talking, it is an emotional conversation that turns into verbal abuse, feelings are expressed that are very hurtful to me during the entire time I was calm and never reacted to the abuse I was experiencing. Although it was painful I was very proud of myself because in the past it would have turned into a very ugly situation had I reacted.",34.78,39.74,95.47,1,38.5,20.78,97.4,63.64,19.48,12.99,11.69,1.3,0,0,0,6.49,7.79,11.69,15.58,5.19,3.9,1.3,20.78,3.9,0,0,0,1.3,10.39,2.6,7.79,0,3.9,1.3,10.39,3.9,0,2.6,0,10.39,1.3,3.9,1.3,0,2.6,1.3,5.19,0,0,3.9,2.6,0,1.3,0,1.3,6.49,5.19,1.3,0,0,0,9.09,9.09,0,18.18,3.9,7.79,6.49,0,2.6,2.6,0,0,0,0,0,0,0,0,0,6.49,2.6,3.9,0,0,0,0,0,0,0,0,0,27,4.03,-1,"ProudEM",NA,77
44,"i am walking down a corridor with grey hospital carpet, i am passing the cafeteria that has glass walls, i am wearing light blue jacket, with the name tag oncology pharm volunteer. i am feeling extremely nervous, because i did not thin i was going to be one of the few chosen to volunteer at this recognized cancer patient institution. as im reaching the end of the corridor, i am debating whether taking the stairs or a elevator, i am looking at my map, so i take the elevator in case, i get lost, i will find my quicker. i push the cold button number 3, to take me to floor three. i am wondering at the moment how come this elevator doesnt have music plying,in addition the metallic material is so clean, resembles a mirror, i am seeing my reflection and i look like a scared and unsure of myself, my own reflection made me feel insecure of my position for the day. as i arrive to the pharmacy, i explain to the tech i am there to volunteer and work along side the stem cell engineers., she opens the security door for me, i walk to the back of the pharmacy, without taking my eyes of the endless shelves of medications, from floor to ceiling, the air is much colder at this point, unsure if its becuae of my own nerves or because it is much colder. As i am introduced and everyone is introduced, i am aware of the room how white absolutely everything is, even the computers are white, uniforms are white, even the binders are white. i feel so out of place and dirty with the khakis i chose to wear, and the brown shirt. I am taken to a near by lab, and i am taught how different specimens are handle and cells are extracted, it is alaska cold, i cannot smell, or see anything past the placenta i am working with. handling with care, learning how to do exact cuts, prepare, and store, by the end of my 3 hour shift i have adopted a robot mind state. retrieve tissue, prepare, cut, hand to engineer, store and  repeat. As my shift ends i am so in deep thought that as im waking out the hospital ever",65.7,8.79,88.24,9.68,32,17.97,84.11,54.95,14.58,11.72,11.46,0,0,0.26,0,2.86,8.59,13.8,9.9,3.91,7.81,1.04,18.75,6.77,2.6,1.3,1.04,0.78,2.34,0.52,1.82,1.3,0,0.26,1.3,0,0,0.26,0,9.64,3.12,1.82,0.26,2.08,1.56,2.34,5.99,3.39,0.26,2.08,3.39,1.56,1.56,0,0.26,3.91,0,0.78,0.78,1.56,0.78,1.82,13.28,1.04,11.72,1.82,7.29,2.86,1.56,0.52,0.78,0.52,0,0,0.26,0,0,0.26,0,0,13.02,3.12,9.9,0,0,0,0,0,0,0,0,0,NA,15.15,-1,"ProudEM",NA,383
45,"I am walking down the aisle to receive my diploma. I see parents and families all crying and cheering. I see other students tired and eager to get the celebration started.",70.64,37.35,90.96,25.77,10.33,29.03,93.55,45.16,16.13,12.9,12.9,0,0,0,0,3.23,6.45,9.68,3.23,0,9.68,0,22.58,6.45,0,0,0,3.23,6.45,3.23,3.23,0,0,3.23,12.9,6.45,0,0,0,6.45,0,0,0,0,3.23,3.23,6.45,6.45,0,0,3.23,0,3.23,0,0,22.58,9.68,3.23,6.45,6.45,0,3.23,12.9,0,12.9,6.45,3.23,6.45,6.45,6.45,3.23,0,0,0,0,0,0,0,0,0,9.68,9.68,0,0,0,0,0,0,0,0,0,0,NA,17.09,-1,"ProudEM",NA,31
46,"I am walking down the theater to receive my Masters Degree in Bus Admin.",97.54,23.75,99,25.77,14,28.57,78.57,50,14.29,14.29,14.29,0,0,0,0,0,7.14,21.43,7.14,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,7.14,0,28.57,14.29,14.29,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,100,37.14,-1,"ProudEM",NA,14
47,"I arrive at the school and see a bunch of people that I don't know. There are only a select few people that I do know. I see my teacher who wants me to put on a graduation hat even though I did not want to. I sit down and watch the ceremony. I later get called up to the stage to receive my diploma. I look out at the crowd and only recognize a few faces in the background.",77.33,13.02,97.21,25.77,13.33,8.75,93.75,60,17.5,13.75,13.75,0,0,0,0,3.75,11.25,15,5,6.25,5,2.5,20,3.75,1.25,1.25,0,3.75,0,0,0,0,0,0,7.5,0,0,0,0,8.75,3.75,0,2.5,0,0,2.5,5,5,0,0,1.25,1.25,0,0,0,5,0,0,3.75,1.25,0,2.5,17.5,1.25,15,3.75,10,2.5,5,0,0,0,0,0,0,0,0,0,0,0,8.75,7.5,0,0,0,0,0,0,0,1.25,0,0,40,20,-1,"ProudEM",NA,80
48,"I began volunteering at the local cat adoption center. There are 10 cages or 'playpens' that require cleaning. And the cats in the playpens all need to be feed, let out and played with. On my first day, all the playpens were full. Everyone was meowing for their breakfast when I arrived.",73.9,35.01,90.44,62.24,10.4,21.15,80.77,51.92,11.54,7.69,5.77,0,0,0,1.92,3.85,7.69,13.46,9.62,3.85,7.69,0,19.23,1.92,0,1.92,3.85,3.85,1.92,1.92,0,0,0,0,3.85,0,0,0,0,9.62,0,0,1.92,1.92,5.77,1.92,0,0,0,0,3.85,0,0,0,3.85,1.92,0,1.92,0,0,0,9.62,5.77,0,23.08,1.92,13.46,7.69,1.92,1.92,0,0,0,0,0,0,0,0,0,0,17.31,9.62,3.85,0,0,0,0,0,0,3.85,0,0,52,18.45,-1,"ProudEM",NA,52
